x,cosx,logx,sinx
3.14159265359,-1.0,1.14472988585,1.22464679915e-16
3.14788212837,-0.999980221319,1.14672988652,-0.00628943331607
3.15417160315,-0.999920886057,1.14872589516,-0.0125786178387
3.16046107794,-0.999821996562,1.15071792769,-0.0188673047845
3.16675055272,-0.999683556747,1.15270599992,-0.0251552453894
3.1730400275,-0.999505572086,1.15469012755,-0.0314421909191
3.17932950228,-0.99928804962,1.15667032622,-0.0377278926787
3.18561897706,-0.999030997955,1.15864661145,-0.0440121020224
3.19190845185,-0.998734427259,1.16061899868,-0.0502945703634
3.19819792663,-0.998398349262,1.16258750325,-0.0565750491838
3.20448740141,-0.99802277726,1.16455214042,-0.0628532900445
3.21077687619,-0.99760772611,1.16651292537,-0.0691290445948
3.21706635097,-0.997153212228,1.16846987315,-0.0754020645824
3.22335582576,-0.996659253595,1.17042299877,-0.0816721018632
3.22964530054,-0.996125869751,1.17237231713,-0.0879389084111
3.23593477532,-0.995553081795,1.17431784303,-0.0942022363276
3.2422242501,-0.994940912384,1.17625959122,-0.100461837852
3.24851372488,-0.994289385735,1.17819757632,-0.106717465371
3.25480319967,-0.99359852762,1.1801318129,-0.112968871429
3.26109267445,-0.992868365367,1.18206231543,-0.119215808736
3.26738214923,-0.992098927861,1.1839890983,-0.12545803018
3.27367162401,-0.991290245538,1.18591217582,-0.131695288836
3.27996109879,-0.990442350387,1.1878315622,-0.137927337973
3.28625057357,-0.989555275949,1.1897472716,-0.144153931068
3.29254004836,-0.988629057313,1.19165931807,-0.150374821814
3.29882952314,-0.98766373112,1.1935677156,-0.156589764129
3.30511899792,-0.986659335554,1.19547247808,-0.162798512165
3.3114084727,-0.985615910348,1.19737361933,-0.169000820322
3.31769794748,-0.984533496775,1.19927115311,-0.175196443252
3.32398742227,-0.983412137654,1.20116509307,-0.181385135873
3.33027689705,-0.982251877342,1.2030554528,-0.187566653376
3.33656637183,-0.981052761736,1.20494224581,-0.193740751237
3.34285584661,-0.979814838271,1.20682548554,-0.199907185225
3.34914532139,-0.978538155914,1.20870518534,-0.206065711412
3.35543479618,-0.977222765169,1.2105813585,-0.212216086183
3.36172427096,-0.975868718069,1.21245401823,-0.218358066245
3.36801374574,-0.974476068176,1.21432317765,-0.224491408638
3.37430322052,-0.97304487058,1.21618884983,-0.230615870742
3.3805926953,-0.971575181895,1.21805104776,-0.236731210292
3.38688217009,-0.970067060258,1.21990978436,-0.242837185379
3.39317164487,-0.968520565327,1.22176507246,-0.248933554467
3.39946111965,-0.966935758276,1.22361692484,-0.2550200764
3.40575059443,-0.965312701797,1.2254653542,-0.261096510412
3.41204006921,-0.963651460093,1.22731037318,-0.267162616135
3.418329544,-0.96195209888,1.22915199432,-0.273218153608
3.42461901878,-0.960214685378,1.23099023013,-0.279262883293
3.43090849356,-0.958439288315,1.23282509303,-0.285296566074
3.43719796834,-0.956625977922,1.23465659538,-0.291318963276
3.44348744312,-0.954774825929,1.23648474945,-0.297329836667
3.44977691791,-0.952885905561,1.23830956748,-0.303328948475
3.45606639269,-0.95095929154,1.2401310616,-0.309316061389
3.46235586747,-0.948995060078,1.24194924392,-0.315290938576
3.46864534225,-0.946993288874,1.24376412645,-0.321253343684
3.47493481703,-0.944954057113,1.24557572115,-0.327203040858
3.48122429182,-0.942877445461,1.24738403991,-0.333139794742
3.4875137666,-0.940763536065,1.24918909455,-0.339063370495
3.49380324138,-0.938612412544,1.25099089684,-0.344973533795
3.50009271616,-0.936424159991,1.25278945848,-0.350870050851
3.50638219094,-0.934198864969,1.2545847911,-0.356752688414
3.51267166573,-0.931936615503,1.25637690627,-0.362621213782
3.51896114051,-0.929637501083,1.25816581551,-0.36847539481
3.52525061529,-0.927301612655,1.25995153027,-0.374314999924
3.53154009007,-0.92492904262,1.26173406194,-0.380139798124
3.53782956485,-0.922519884832,1.26351342184,-0.385949558995
3.54411903964,-0.920074234591,1.26528962124,-0.39174405272
3.55040851442,-0.917592188639,1.26706267135,-0.397523050084
3.5566979892,-0.915073845161,1.26883258332,-0.403286322484
3.56298746398,-0.912519303774,1.27059936823,-0.409033641941
3.56927693876,-0.909928665531,1.27236303712,-0.414764781105
3.57556641355,-0.907302032909,1.27412360095,-0.420479513269
3.58185588833,-0.904639509812,1.27588107065,-0.426177612372
3.58814536311,-0.901941201561,1.27763545706,-0.431858853013
3.59443483789,-0.899207214896,1.279386771,-0.437523010457
3.60072431267,-0.896437657964,1.28113502319,-0.443169860644
3.60701378745,-0.893632640323,1.28288022433,-0.4487991802
3.61330326224,-0.890792272932,1.28462238505,-0.454410746445
3.61959273702,-0.887916668148,1.28636151592,-0.460004337399
3.6258822118,-0.885005939722,1.28809762747,-0.465579731794
3.63217168658,-0.882060202795,1.28983073016,-0.471136709083
3.63846116136,-0.879079573893,1.29156083439,-0.476675049446
3.64475063615,-0.876064170921,1.29328795054,-0.482194533802
3.65104011093,-0.873014113161,1.2950120889,-0.487694943814
3.65732958571,-0.869929521266,1.29673325972,-0.493176061899
3.66361906049,-0.866810517252,1.2984514732,-0.498637671241
3.66990853527,-0.863657224501,1.30016673949,-0.504079555791
3.67619801006,-0.860469767748,1.30187906867,-0.509501500284
3.68248748484,-0.85724827308,1.3035884708,-0.514903290241
3.68877695962,-0.853992867932,1.30529495585,-0.520284711982
3.6950664344,-0.850703681078,1.30699853378,-0.525645552631
3.70135590918,-0.847380842629,1.30869921446,-0.530985600129
3.70764538397,-0.84402448403,1.31039700774,-0.536304643237
3.71393485875,-0.840634738048,1.3120919234,-0.541602471548
3.72022433353,-0.837211738773,1.31378397118,-0.546878875494
3.72651380831,-0.833755621609,1.31547316077,-0.552133646353
3.73280328309,-0.830266523272,1.31715950181,-0.557366576262
3.73909275788,-0.826744581781,1.31884300389,-0.562577458218
3.74538223266,-0.823189936455,1.32052367656,-0.567766086095
3.75167170744,-0.819602727906,1.3222015293,-0.572932254642
3.75796118222,-0.815983098035,1.32387657157,-0.5780757595
3.764250657,-0.812331190024,1.32554881276,-0.583196397206
3.77054013179,-0.808647148334,1.32721826223,-0.588293965201
3.77682960657,-0.804931118695,1.32888492928,-0.593368261838
3.78311908135,-0.801183248104,1.33054882318,-0.598419086391
3.78940855613,-0.797403684817,1.33220995313,-0.603446239063
3.79569803091,-0.793592578344,1.3338683283,-0.608449520994
3.8019875057,-0.78975007944,1.33552395782,-0.613428734267
3.80827698048,-0.785876340107,1.33717685075,-0.618383681916
3.81456645526,-0.781971513578,1.33882701614,-0.623314167938
3.82085593004,-0.778035754318,1.34047446298,-0.628219997296
3.82714540482,-0.774069218016,1.34211920019,-0.633100975927
3.83343487961,-0.770072061578,1.34376123668,-0.637956910753
3.83972435439,-0.766044443119,1.34540058131,-0.642787609687
